truckid,driverid,event,city,state,velocity,event_ind,idling_ind
A60,A60,normal,San Dimas,California,0,0,1
A64,A64,normal,La Palma,California,25,0,0
A30,A30,normal,Aptos,California,0,0,1
A42,A42,normal,Willits,California,45,0,0
A55,A55,normal,Napa,California,35,0,0
A60,A60,normal,Isleton,California,25,0,0
A11,A11,normal,Apple Valley,California,0,0,1
A45,A45,normal,Isleton,California,71,0,0
A31,A31,normal,Rough and Ready,California,33,0,0
A21,A21,normal,San Fernando,California,54,0,0
A42,A42,normal,Aptos,California,0,0,1
A20,A20,normal,Modesto,California,0,0,1
A21,A21,normal,Oceanside,California,0,0,1
A36,A36,normal,Napa,California,74,0,0
A72,A72,normal,Apple Valley,California,0,0,1
A86,A86,normal,Antelope,California,41,0,0
A65,A65,normal,Santa Rosa,California,37,0,0
A96,A96,normal,San Diego,California,58,0,0
A48,A48,normal,Jacumba,California,45,0,0
A63,A63,normal,Santa Monica,California,21,0,0
A9,A9,normal,Lodi,California,45,0,0
A30,A30,normal,Santa Rosa,California,0,0,1
A63,A63,normal,La Palma,California,0,0,1
A17,A17,normal,Willits,California,0,0,1
A89,A89,normal,Aptos,California,18,0,0
A28,A28,normal,Modesto,California,18,0,0
A64,A64,normal,La Puente,California,37,0,0
A88,A88,normal,Palo Cedro,California,66,0,0
A33,A33,normal,Jacumba,California,37,0,0
A98,A98,normal,Arbuckle,California,43,0,0
A33,A33,normal,Goleta,California,69,0,0
A80,A80,normal,Willits,California,21,0,0
A47,A47,normal,Markleeville,California,37,0,0
A44,A44,normal,Oceanside,California,16,0,0
A58,A58,normal,Santa Maria,California,54,0,0
A100,A100,normal,Aptos,California,18,0,0
A72,A72,normal,Homeland,California,18,0,0
A42,A42,normal,Santa Rosa,California,19,0,0
A23,A23,normal,Willits,California,19,0,0
A80,A80,normal,San Fernando,California,0,0,1
A71,A71,normal,Jacumba,California,0,0,1
A65,A65,normal,Willits,California,58,0,0
A64,A64,normal,San Francisco,California,56,0,0
A66,A66,normal,Santa Rosa,California,60,0,0
A93,A93,normal,Santa Rosa,California,71,0,0
A34,A34,normal,La Quinta,California,20,0,0
A47,A47,normal,Arbuckle,California,24,0,0
A39,A39,normal,Knightsen,California,24,0,0
A25,A25,normal,Roseville,California,73,0,0
A89,A89,normal,Modesto,California,40,0,0
A61,A61,normal,La Quinta,California,51,0,0
A43,A43,unsafe following distance,Antelope,California,0,1,1
A86,A86,normal,Antelope,California,0,0,1
A8,A8,normal,San Pablo,California,43,0,0
A9,A9,normal,La Palma,California,46,0,0
A16,A16,normal,Knightsen,California,55,0,0
A25,A25,normal,Oceanside,California,34,0,0
A54,A54,normal,Santa Maria,California,21,0,0
A54,A54,normal,San Pablo,California,53,0,0
A67,A67,normal,Stockton,California,68,0,0
A5,A5,normal,Santa Monica,California,0,0,1
A53,A53,normal,Palo Cedro,California,0,0,1
A37,A37,normal,Palo Alto,California,57,0,0
A94,A94,normal,Santa Rosa,California,0,0,1
A48,A48,normal,Arbuckle,California,23,0,0
A33,A33,normal,Goleta,California,21,0,0
A39,A39,normal,Willits,California,31,0,0
A34,A34,normal,Santa Rosa,California,46,0,0
A71,A71,normal,Jacumba,California,0,0,1
A85,A85,normal,Santa Rosa,California,0,0,1
A15,A15,normal,Palo Cedro,California,46,0,0
A62,A62,normal,Santa Rosa,California,23,0,0
A89,A89,normal,San Francisco,California,43,0,0
A7,A7,normal,Palo Cedro,California,0,0,1
A28,A28,normal,Markleeville,California,57,0,0
A53,A53,normal,Apple Valley,California,45,0,0
A92,A92,normal,Santa Rosa,California,54,0,0
A21,A21,normal,Jacumba,California,31,0,0
A62,A62,normal,San Pablo,California,31,0,0
A53,A53,normal,Santa Rosa,California,58,0,0
A55,A55,normal,Santa Monica,California,16,0,0
A21,A21,normal,Arbuckle,California,55,0,0
A33,A33,overspeed,Apple Valley,California,81,1,0
A1,A1,normal,Gilroy,California,19,0,0
A93,A93,normal,San Dimas,California,31,0,0
A80,A80,normal,Isleton,California,33,0,0
A27,A27,normal,Santa Rosa,California,0,0,1
A74,A74,normal,Gilroy,California,0,0,1
A47,A47,normal,Modesto,California,47,0,0
A83,A83,normal,San Quentin,California,34,0,0
A51,A51,unsafe following distance,Antelope,California,31,1,0
A28,A28,normal,Markleeville,California,69,0,0
A29,A29,normal,Cloverdale,California,42,0,0
A38,A38,normal,Palo Cedro,California,75,0,0
A11,A11,normal,Palo Cedro,California,36,0,0
A28,A28,normal,Antelope,California,0,0,1
A93,A93,normal,Santa Rosa,California,0,0,1
A42,A42,normal,Santa Rosa,California,69,0,0
A67,A67,normal,Jacumba,California,61,0,0
A28,A28,normal,Lodi,California,17,0,0
A70,A70,normal,Santa Rosa,California,45,0,0
A80,A80,normal,Santa Rosa,California,0,0,1
A46,A46,normal,Willits,California,57,0,0
A71,A71,normal,Roseville,California,26,0,0
A10,A10,normal,San Quentin,California,70,0,0
A74,A74,normal,Hollister,California,29,0,0
A39,A39,normal,Santa Rosa,California,0,0,1
A13,A13,normal,Willits,California,0,0,1
A30,A30,normal,San Fernando,California,22,0,0
A26,A26,normal,Ukiah,California,18,0,0
A85,A85,normal,Santa Rosa,California,16,0,0
A51,A51,normal,Antelope,California,29,0,0
A20,A20,normal,Aptos,California,34,0,0
A77,A77,normal,Marysville,California,49,0,0
A48,A48,normal,Stockton,California,0,0,1
A75,A75,normal,San Fernando,California,0,0,1
A3,A3,normal,Ukiah,California,0,0,1
A72,A72,normal,Santa Rosa,California,0,0,1
A52,A52,normal,Oceanside,California,0,0,1
A19,A19,normal,Santa Rosa,California,23,0,0
A12,A12,normal,Santa Rosa,California,45,0,0
A90,A90,normal,Klamath,California,0,0,1
A92,A92,normal,Palo Cedro,California,23,0,0
A27,A27,normal,Marysville,California,75,0,0
A86,A86,normal,San Diego,California,40,0,0
A6,A6,normal,Kneeland,California,20,0,0
A26,A26,normal,Santa Rosa,California,0,0,1
A25,A25,normal,Stockton,California,0,0,1
A63,A63,normal,Willits,California,55,0,0
A98,A98,normal,San Fernando,California,0,0,1
A42,A42,normal,La Quinta,California,25,0,0
A60,A60,normal,San Dimas,California,0,0,1
A79,A79,normal,Irvine,California,35,0,0
A61,A61,normal,Apple Valley,California,0,0,1
A69,A69,normal,Rough and Ready,California,0,0,1
A87,A87,lane departure,San Quentin,California,68,1,0
A73,A73,normal,Apple Valley,California,16,0,0
A51,A51,normal,Santa Rosa,California,55,0,0
A82,A82,normal,Lodi,California,0,0,1
A27,A27,normal,Occidental,California,0,0,1
A20,A20,normal,Lodi,California,69,0,0
A29,A29,normal,Apple Valley,California,40,0,0
A81,A81,normal,San Pablo,California,52,0,0
A79,A79,normal,Cloverdale,California,0,0,1
A16,A16,normal,Arbuckle,California,37,0,0
A18,A18,overspeed,San Quentin,California,88,1,0
A95,A95,normal,Stockton,California,0,0,1
A79,A79,normal,San Quentin,California,0,0,1
A54,A54,normal,Santa Rosa,California,33,0,0
A73,A73,normal,San Diego,California,40,0,0
A41,A41,normal,Santa Rosa,California,75,0,0
A20,A20,normal,Santa Rosa,California,59,0,0
A11,A11,normal,Santa Rosa,California,31,0,0
A41,A41,normal,Stockton,California,31,0,0
A38,A38,normal,Fresno,California,73,0,0
A52,A52,normal,Oceanside,California,27,0,0
A48,A48,normal,Stockton,California,49,0,0
A81,A81,normal,Santa Rosa,California,45,0,0
A40,A40,normal,Santa Monica,California,40,0,0
A74,A74,normal,Arbuckle,California,0,0,1
A42,A42,normal,Santa Rosa,California,68,0,0
A84,A84,normal,Santa Rosa,California,0,0,1
A18,A18,normal,San Quentin,California,75,0,0
A78,A78,normal,Antelope,California,0,0,1
A42,A42,normal,Aptos,California,40,0,0
A99,A99,normal,Homeland,California,46,0,0
A77,A77,normal,San Pablo,California,46,0,0
A88,A88,normal,Palo Cedro,California,23,0,0
A68,A68,normal,Homeland,California,44,0,0
A13,A13,normal,Klamath,California,20,0,0
A17,A17,normal,Irvine,California,67,0,0
A96,A96,normal,San Pablo,California,75,0,0
A93,A93,normal,San Pablo,California,44,0,0
A76,A76,normal,Redding,California,70,0,0
A97,A97,normal,Markleeville,California,37,0,0
A79,A79,normal,Cloverdale,California,42,0,0
A94,A94,normal,Oceanside,California,0,0,1
A46,A46,normal,Willits,California,20,0,0
A60,A60,normal,La Puente,California,68,0,0
A83,A83,normal,Apple Valley,California,75,0,0
A26,A26,normal,Isleton,California,75,0,0
A92,A92,unsafe following distance,San Pablo,California,66,1,0
A57,A57,normal,Apple Valley,California,70,0,0
A69,A69,normal,Apple Valley,California,50,0,0
A13,A13,normal,Palmdale,California,0,0,1
A49,A49,normal,Redding,California,66,0,0
A17,A17,normal,Stockton,California,0,0,1
A31,A31,normal,Santa Rosa,California,67,0,0
A40,A40,normal,Antelope,California,0,0,1
A49,A49,normal,La Palma,California,0,0,1
A20,A20,normal,Lodi,California,55,0,0
A70,A70,normal,Modesto,California,55,0,0
A100,A100,lane departure,Marysville,California,0,1,1
A54,A54,normal,Glendora,California,31,0,0
A53,A53,normal,Isleton,California,19,0,0
A85,A85,normal,Santa Rosa,California,33,0,0
A72,A72,normal,La Palma,California,0,0,1
A48,A48,normal,Jacumba,California,41,0,0
A31,A31,normal,Willits,California,36,0,0
A50,A50,normal,Rough and Ready,California,50,0,0
A83,A83,normal,San Quentin,California,44,0,0
A27,A27,normal,Fresno,California,39,0,0
A65,A65,normal,Santa Rosa,California,60,0,0
A43,A43,normal,Antelope,California,62,0,0
A77,A77,normal,San Diego,California,71,0,0
A69,A69,normal,Santa Rosa,California,33,0,0
A86,A86,normal,Irvine,California,16,0,0
A87,A87,normal,San Quentin,California,22,0,0
A16,A16,normal,Aptos,California,0,0,1
A51,A51,normal,Modesto,California,48,0,0
A94,A94,normal,Irvine,California,41,0,0
A91,A91,normal,San Quentin,California,17,0,0
A37,A37,normal,Santa Rosa,California,58,0,0
A34,A34,normal,Willits,California,0,0,1
A19,A19,normal,Apple Valley,California,0,0,1
A75,A75,normal,Oceanside,California,46,0,0
A65,A65,normal,La Quinta,California,70,0,0
A28,A28,normal,Lodi,California,67,0,0
A78,A78,normal,Markleeville,California,37,0,0
A74,A74,lane departure,Modesto,California,68,1,0
A4,A4,normal,Santa Rosa,California,17,0,0
A16,A16,normal,Hollister,California,26,0,0
A56,A56,normal,Irvine,California,0,0,1
A35,A35,normal,Santa Rosa,California,21,0,0
A76,A76,normal,Santa Rosa,California,46,0,0
A65,A65,normal,Apple Valley,California,0,0,1
A40,A40,normal,Willits,California,29,0,0
A40,A40,normal,Stockton,California,21,0,0
A12,A12,normal,Aptos,California,35,0,0
A85,A85,normal,Santa Rosa,California,28,0,0
A81,A81,normal,San Pablo,California,0,0,1
A25,A25,normal,Goleta,California,32,0,0
A40,A40,normal,Stockton,California,48,0,0
A62,A62,normal,Knightsen,California,67,0,0
A4,A4,normal,Occidental,California,43,0,0
A62,A62,normal,Santa Maria,California,0,0,1
A51,A51,normal,Santa Monica,California,40,0,0
A79,A79,normal,San Dimas,California,25,0,0
A29,A29,normal,Kneeland,California,74,0,0
A68,A68,normal,Santa Rosa,California,53,0,0
A52,A52,normal,Stockton,California,22,0,0
A35,A35,normal,Arbuckle,California,34,0,0
A37,A37,normal,Stockton,California,58,0,0
A86,A86,overspeed,Santa Rosa,California,81,1,0
A68,A68,normal,Isleton,California,60,0,0
A82,A82,normal,Palmdale,California,69,0,0
A84,A84,normal,Santa Rosa,California,46,0,0
A83,A83,normal,San Quentin,California,15,0,0
A58,A58,normal,Antelope,California,0,0,1
A14,A14,normal,Kneeland,California,0,0,1
A68,A68,normal,San Quentin,California,21,0,0
A40,A40,normal,Willits,California,61,0,0
A30,A30,normal,Palo Cedro,California,62,0,0
A27,A27,normal,Willits,California,41,0,0
A56,A56,normal,La Puente,California,24,0,0
A91,A91,normal,Kneeland,California,19,0,0
A55,A55,normal,Gilroy,California,34,0,0
A67,A67,normal,Santa Monica,California,46,0,0
A39,A39,normal,Willits,California,39,0,0
A68,A68,normal,Stockton,California,24,0,0
A85,A85,normal,Willits,California,0,0,1
A7,A7,normal,Knights Landing,California,70,0,0
A40,A40,normal,Stockton,California,47,0,0
A22,A22,normal,Willits,California,68,0,0
A28,A28,normal,Lodi,California,74,0,0
A42,A42,normal,Fresno,California,0,0,1
A62,A62,normal,Antelope,California,0,0,1
A16,A16,normal,Santa Rosa,California,45,0,0
A11,A11,normal,Palo Cedro,California,62,0,0
A56,A56,normal,Glen Ellen,California,57,0,0
A6,A6,normal,Goleta,California,23,0,0
A19,A19,normal,Aptos,California,42,0,0
A73,A73,overspeed,San Pablo,California,90,1,0
A26,A26,normal,Santa Rosa,California,53,0,0
A29,A29,normal,Glen Ellen,California,48,0,0
A85,A85,normal,Antelope,California,0,0,1
A22,A22,normal,Homeland,California,17,0,0
A32,A32,normal,Napa,California,20,0,0
A55,A55,normal,Antelope,California,19,0,0
A20,A20,normal,Hollister,California,0,0,1
A45,A45,normal,Willits,California,0,0,1
A75,A75,normal,Jacumba,California,0,0,1
A93,A93,normal,Santa Rosa,California,75,0,0
A20,A20,overspeed,Modesto,California,88,1,0
A43,A43,normal,Santa Rosa,California,16,0,0
A69,A69,normal,Bakersfield,California,50,0,0
A32,A32,normal,Modesto,California,55,0,0
A41,A41,normal,Apple Valley,California,23,0,0
A2,A2,normal,Cloverdale,California,17,0,0
A7,A7,normal,Palo Cedro,California,54,0,0
A21,A21,normal,Santa Rosa,California,46,0,0
A14,A14,normal,Palo Alto,California,28,0,0
A81,A81,normal,Willits,California,46,0,0
A98,A98,normal,Roseville,California,54,0,0
A73,A73,normal,Mariposa,California,25,0,0
A96,A96,normal,Aptos,California,28,0,0
A68,A68,normal,Santa Rosa,California,43,0,0
A64,A64,normal,San Quentin,California,61,0,0
A19,A19,normal,Knights Landing,California,41,0,0
A49,A49,normal,Ukiah,California,42,0,0
A59,A59,normal,Palmdale,California,0,0,1
A95,A95,normal,Willits,California,41,0,0
A81,A81,normal,Glendora,California,0,0,1
A11,A11,normal,San Fernando,California,38,0,0
A55,A55,normal,Santa Rosa,California,0,0,1
A8,A8,normal,Willits,California,0,0,1
A93,A93,normal,Oceano,California,32,0,0
A63,A63,normal,La Palma,California,62,0,0
A15,A15,normal,Aptos,California,31,0,0
A5,A5,normal,San Diego,California,0,0,1
A55,A55,normal,La Palma,California,0,0,1
A54,A54,normal,Mariposa,California,37,0,0
A68,A68,normal,Stockton,California,16,0,0
A22,A22,normal,La Palma,California,0,0,1
A9,A9,unsafe tail distance,Willits,California,45,1,0
A69,A69,normal,Santa Rosa,California,45,0,0
A93,A93,normal,Lodi,California,43,0,0
A61,A61,normal,Apple Valley,California,40,0,0
A75,A75,normal,Santa Rosa,California,54,0,0
A36,A36,normal,Napa,California,59,0,0
A2,A2,normal,Palo Alto,California,75,0,0
A82,A82,normal,Lodi,California,32,0,0
A33,A33,normal,San Quentin,California,0,0,1
A41,A41,normal,Santa Paula,California,32,0,0
A93,A93,normal,Oceano,California,37,0,0
A16,A16,normal,Knightsen,California,40,0,0
A29,A29,normal,Jacumba,California,59,0,0
A25,A25,normal,Jacumba,California,29,0,0
A52,A52,normal,Stockton,California,16,0,0
A99,A99,normal,San Francisco,California,48,0,0
A20,A20,normal,Arbuckle,California,34,0,0
A71,A71,normal,Antelope,California,17,0,0
A3,A3,normal,San Francisco,California,0,0,1
A32,A32,normal,Santa Monica,California,73,0,0
A52,A52,normal,Roseville,California,67,0,0
A15,A15,normal,Aptos,California,44,0,0
A16,A16,normal,Modesto,California,61,0,0
A46,A46,normal,Santa Rosa,California,29,0,0
A16,A16,normal,Aptos,California,15,0,0
A3,A3,normal,Santa Rosa,California,0,0,1
A27,A27,normal,Bakersfield,California,0,0,1
A1,A1,normal,Modesto,California,75,0,0
A55,A55,normal,Lodi,California,15,0,0
A28,A28,normal,San Diego,California,69,0,0
A1,A1,normal,Palmdale,California,55,0,0
A19,A19,normal,Aptos,California,64,0,0
A51,A51,normal,Antelope,California,0,0,1
A25,A25,normal,Goleta,California,61,0,0
A35,A35,normal,Arbuckle,California,54,0,0
A15,A15,normal,La Quinta,California,33,0,0
A55,A55,normal,Lodi,California,31,0,0
A51,A51,normal,Antelope,California,64,0,0
A96,A96,normal,Marysville,California,71,0,0
A10,A10,normal,Goleta,California,48,0,0
A48,A48,normal,Arbuckle,California,32,0,0
A7,A7,normal,Apple Valley,California,56,0,0
A57,A57,normal,San Fernando,California,23,0,0
A80,A80,normal,Martinez,California,75,0,0
A44,A44,normal,Holtville,California,41,0,0
A47,A47,normal,Oceano,California,48,0,0
A76,A76,normal,Ukiah,California,44,0,0
A89,A89,normal,Aptos,California,50,0,0
A44,A44,normal,Arbuckle,California,56,0,0
A7,A7,normal,Redding,California,0,0,1
A14,A14,normal,Willits,California,15,0,0
A22,A22,normal,Ojai,California,37,0,0
A60,A60,normal,Willits,California,20,0,0
A68,A68,normal,Willits,California,0,0,1
A57,A57,normal,Isleton,California,0,0,1
A40,A40,normal,Stockton,California,16,0,0
A73,A73,lane departure,Rough and Ready,California,68,1,0
A11,A11,normal,La Quinta,California,39,0,0
A42,A42,normal,Aptos,California,55,0,0
A9,A9,normal,Klamath,California,0,0,1
A35,A35,normal,Santa Rosa,California,0,0,1
A31,A31,normal,Bakersfield,California,31,0,0
A79,A79,normal,Irvine,California,34,0,0
A31,A31,normal,San Pablo,California,49,0,0
A91,A91,normal,Willits,California,57,0,0
A64,A64,normal,Santa Paula,California,0,0,1
A90,A90,normal,Willits,California,0,0,1
A91,A91,normal,Santa Paula,California,15,0,0
A99,A99,normal,Santa Rosa,California,34,0,0
A89,A89,normal,San Pablo,California,38,0,0
A77,A77,normal,Santa Rosa,California,51,0,0
A22,A22,normal,Ojai,California,0,0,1
A44,A44,normal,Irvine,California,45,0,0
A36,A36,normal,Willits,California,16,0,0
A45,A45,normal,Santa Rosa,California,70,0,0
A99,A99,normal,Martinez,California,35,0,0
A89,A89,normal,Hollister,California,0,0,1
A29,A29,normal,Goleta,California,39,0,0
A64,A64,normal,Apple Valley,California,0,0,1
A85,A85,normal,Marysville,California,50,0,0
A7,A7,normal,Santa Rosa,California,0,0,1
A88,A88,unsafe following distance,Santa Rosa,California,43,1,0
A95,A95,normal,San Quentin,California,0,0,1
A29,A29,normal,San Dimas,California,58,0,0
A17,A17,lane departure,Stockton,California,48,1,0
A15,A15,normal,Aptos,California,0,0,1
A8,A8,normal,Willits,California,43,0,0
A32,A32,normal,Santa Rosa,California,68,0,0
A6,A6,normal,San Quentin,California,0,0,1
A49,A49,normal,Homeland,California,0,0,1
A90,A90,normal,Willits,California,0,0,1
A56,A56,normal,San Quentin,California,51,0,0
A29,A29,normal,Jacumba,California,73,0,0
A39,A39,normal,Arbuckle,California,22,0,0
A56,A56,normal,San Dimas,California,43,0,0
A28,A28,normal,Palmdale,California,37,0,0
A84,A84,normal,Martinez,California,50,0,0
A54,A54,normal,Rough and Ready,California,67,0,0
A5,A5,normal,Palmdale,California,35,0,0
A72,A72,normal,Santa Rosa,California,0,0,1
A74,A74,normal,San Diego,California,0,0,1
A86,A86,normal,Palmdale,California,0,0,1
A37,A37,normal,Santa Paula,California,0,0,1
A22,A22,normal,Stockton,California,0,0,1
A78,A78,normal,San Diego,California,75,0,0
A60,A60,normal,La Puente,California,60,0,0
A18,A18,normal,Kneeland,California,30,0,0
A65,A65,normal,Bakersfield,California,55,0,0
A56,A56,normal,La Puente,California,63,0,0
A88,A88,normal,Occidental,California,43,0,0
A50,A50,overspeed,Bakersfield,California,89,1,0
A35,A35,normal,Glendora,California,35,0,0
A14,A14,normal,Apple Valley,California,61,0,0
A25,A25,normal,San Quentin,California,23,0,0
A80,A80,normal,Palo Cedro,California,0,0,1
A9,A9,normal,Klamath,California,0,0,1
A15,A15,unsafe tail distance,Aptos,California,15,1,0
A46,A46,normal,Aptos,California,46,0,0
A7,A7,normal,La Quinta,California,22,0,0
A70,A70,normal,Aptos,California,40,0,0
A1,A1,normal,Palmdale,California,34,0,0
A41,A41,normal,Ukiah,California,0,0,1
A98,A98,normal,San Fernando,California,15,0,0
A97,A97,lane departure,San Dimas,California,0,0,1
A45,A45,normal,Apple Valley,California,67,0,0
A66,A66,normal,Hollister,California,0,0,1
A89,A89,unsafe following distance,Santa Rosa,California,43,1,0
A1,A1,normal,Oceano,California,64,0,0
A80,A80,normal,Martinez,California,46,0,0
A89,A89,normal,Arbuckle,California,0,0,1
A13,A13,overspeed,Lodi,California,88,1,0
A10,A10,normal,Stockton,California,58,0,0
A70,A70,normal,Aptos,California,40,0,0
